,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,label
11,Town To Town,Future Development,Del The Funky Homosapien,6AVcIUWQzecLO4EiLFJEGz,1998,13,430640,0.862,0.0578,0.83,0.0,0.357,0.558,-8.831,0.11,99.217,2,4,like
12,The Next Step II,The Next Step,People Under The Stairs,1M50sWgi0bI8XRG4GqwShu,1999-10-26,28,224680,0.792,0.00543,0.863,0.0,0.0617,0.724,-10.007,0.197,99.344,10,4,like
13,Wickedest Man Alive,Naughty By Nature,Naughty By Nature,1SBNOQCKHSj9ihFpJn3Ne7,1991-09-03,0,261333,0.742,0.0425,0.377,6.06e-06,0.0939,0.52,-15.479,0.565,191.424,5,4,like
14,O.P.P. (Re-Recorded),Anthem Inc.,Naughty By Nature,4piae89WoVnwucdJzWrB7M,2011-12-13,0,250173,0.776,0.00147,0.968,0.0,0.204,0.667,-4.25,0.0914,97.765,4,4,like
15,The Bitch In Yoo,Go! Common Classics,Common,4xCfv3bp5OwWxayjqHQpKH,2010-05-11,31,242240,0.603,0.234,0.829,0.0,0.837,0.677,-6.766,0.394,87.853,6,4,like
16,G.E.T.O.,Til Death Do Us Part,Geto Boys,1ROy0K84AMdJCKP8aSQcu5,1993-03-09,20,193360,0.824,0.133,0.848,0.0,0.882,0.447,-7.998,0.282,95.697,7,4,like
17,How Many Mics,The Score (Expanded Edition),Fugees,2lOnbK3gm1N6keYkUD3mis,1996-02-13,53,268986,0.796,0.1,0.522,1.19e-05,0.484,0.806,-13.346,0.42,82.895,6,4,like
18,Rolling Along,Battleaxe Warriors I,Various Artists,2UfTRi9ZH9SmIgTHCln6en,2010-01-05,11,319320,0.856,0.266,0.722,0.0,0.0645,0.745,-8.277,0.328,87.064,7,4,like
19,Corner Story,Future Development,Del The Funky Homosapien,6O4zEx1kzm32mXlUIOthSw,1998,36,242866,0.864,0.152,0.788,0.000128,0.0799,0.896,-6.566,0.299,87.941,11,4,like
20,Niggas Got Me Fucked Up,Ghetty Green,Project Pat,2mXoVHHUo8iEpzBfLmpmUM,1999-09-14,0,152373,0.858,7.84e-05,0.741,0.000261,0.186,0.862,-8.287,0.0753,151.071,0,4,like
21,North North,Mista Don't Play: Everythangs Workin',Project Pat,1BEB2UUa1atWypcjFbJx3f,2001-02-13,0,194133,0.895,0.0454,0.783,0.0,0.137,0.704,-4.983,0.102,147.65,6,4,like
22,Pump Pump (feat. Lil' Malik),Doggystyle,Snoop Dogg,41YxpkgNYgWszp7z0OfwV9,1993,0,279320,0.8,0.000432,0.75,0.000378,0.0672,0.375,-5.834,0.197,97.222,11,4,like
23,So You Want to Be a Gangster,Shorty The Pimp,Too $hort,1ei4Cg4zYN2y17CAvjETSM,1992-07-14,48,244506,0.687,0.000186,0.373,0.0117,0.325,0.495,-13.988,0.101,110.504,2,5,like
24,A Day At The Races,Power In Numbers,Jurassic 5,2QBlIsDMYoHcANWylV74Oj,2002-01-01,39,242600,0.841,0.112,0.802,8.88e-06,0.528,0.699,-6.236,0.239,112.669,6,4,like
25,The Next Episode,2001,Dr. Dre,4LwU4Vp6od3Sb08CsP99GC,1999-11-16,78,161506,0.922,0.0281,0.909,0.0,0.0856,0.309,-2.429,0.27,95.295,10,4,like
26,The Creator,All Souled Out,Pete Rock & C.L. Smooth,0vDgtmc5vMDyE69oYnAbUm,1991-06-11,38,283813,0.826,0.21,0.491,0.0729,0.0929,0.617,-11.264,0.165,115.998,9,4,like
27,Take 'Em to War,Best of Mf,MF DOOM,4A5UIxpmQORuhJAfZN43cx,2003-09-02,22,234729,0.643,0.226,0.69,0.0,0.109,0.84,-7.711,0.352,165.801,0,4,like
28,Imaginary Places,Temporary Forever,BUSDRIVER,2OnzrJ0JDXctZ8LQYmgEbs,2002-09-24,0,195000,0.562,0.156,0.629,0.0147,0.095,0.786,-10.951,0.29,157.973,7,4,like
29,They Reminisce Over You (T.R.O.Y.),Mecca And The Soul Brother,Pete Rock & C.L. Smooth,2Mb3zpobD0CvJGWv6NpsPy,1992-05-26,60,286693,0.761,0.141,0.683,0.0,0.342,0.671,-10.889,0.164,101.787,2,4,like
30,Cheese and Dope,Mista Don't Play: Everythangs Workin',Project Pat,2iiCDhPr51If2XCDQJJ0nC,2001-02-13,0,207333,0.889,0.00702,0.837,0.0,0.0774,0.944,-5.04,0.173,75.188,7,4,like
31,The Watcher,2001,Dr. Dre,1iQ5E4z6CJ38dIzvMI9Wdo,1999-11-16,69,206546,0.939,0.172,0.486,0.0,0.264,0.517,-3.488,0.207,97.582,7,4,like
32,Light Speed,2001,Dr. Dre,1WvuZsXHaH2qNAtvrQY6SX,1999-11-16,51,160973,0.865,0.066,0.797,3.24e-05,0.141,0.877,-2.44,0.18,86.375,1,4,like
33,Some L.A. Niggaz,2001,Dr. Dre,4VZPYvMTByQytb6F3MKP4w,1999-11-16,48,265213,0.818,0.125,0.473,0.0,0.0741,0.717,-2.733,0.397,88.824,5,4,like
34,"The Gangsta, The Killa And The Dope Dealer",Bow Down,Westside Connection,3p1oRfbN2RrDdSyG8S7itI,1996-10-22,53,251066,0.805,0.34,0.737,0.0,0.901,0.486,-7.284,0.251,92.929,11,4,like
35,Foolish,Best of Mf,MF DOOM,6A7ijHrs8PKi9rvdToPWuR,2003-09-02,26,195301,0.703,0.353,0.681,0.0,0.638,0.95,-6.132,0.206,84.649,1,4,like
36,No More ?'s,Eazy-Duz-It,Eazy-E,7y9yjpRtZajYzVpXHRjwGz,1988-09-13,70,234360,0.935,0.0143,0.805,1.53e-06,0.298,0.624,-4.782,0.225,105.641,7,4,like
37,Ya Mama,Bizarre Ride II The Pharcyde,The Pharcyde,3Idgk0phpc2oewAJzKgoU4,1992-11-24,44,260906,0.831,0.144,0.79,3.01e-06,0.65,0.739,-7.608,0.277,90.139,10,4,like
38,Rhymes Like Dimes,Operation: Doomsday (Complete),MF DOOM,12OkZyDWNBLUqoReoseGrc,1999-04-20,0,258613,0.644,0.662,0.751,0.0,0.17,0.759,-5.652,0.268,99.948,0,4,like
39,Smooth Operator,It's A Big Daddy Thing,Big Daddy Kane,1Z4mVNtYGnpjHUoZVo3IMU,1989,45,284466,0.891,0.0933,0.319,0.000104,0.0482,0.687,-16.099,0.333,92.649,4,4,like
40,Chief Rocka,Here Come The Lords,Lords Of The Underground,34MRi5GRWHFUa731JBxFEl,1993-01-01,55,247400,0.89,0.174,0.716,0.000589,0.0657,0.656,-9.673,0.296,99.987,1,4,like
41,Bow Down,Bow Down,Westside Connection,2Vpj5colB0MPy3Zg5SITEC,1996-10-22,56,206826,0.897,0.0208,0.458,0.0,0.419,0.513,-11.01,0.279,92.928,9,4,like
42,Rapp Snitch Knishes feat. Mr. Fantastik,MM...FOOD,MF DOOM,25kGNSv0yGXZKaC79xzrvg,2004,0,172893,0.728,0.325,0.832,0.0,0.504,0.825,-6.827,0.269,95.049,7,4,like
43,I'm That Type Of Nigga,Bizarre Ride II The Pharcyde,The Pharcyde,4YbCZSeX3QhpEyQE5KAtio,1992-11-24,46,316826,0.847,0.00111,0.773,0.0,0.254,0.473,-7.365,0.232,102.886,7,4,like
44,San Francisco Knights,The Next Step,People Under The Stairs,0msneWUDfYKAGrifwEDhtl,1999-10-26,48,271080,0.749,0.0365,0.839,0.0,0.133,0.638,-9.173,0.231,87.587,1,4,like
45,Tonight's Da Night,Whut? Thee Album,Redman,67mtN6BlsJR0LVyzvNZnGt,1992-09-22,57,201373,0.7,0.26,0.687,4.8e-05,0.403,0.866,-11.111,0.378,90.278,6,4,like
46,If You Ain't from My Hood (feat. DJ Paul & Juicy J),Mista Don't Play: Everythangs Workin',Project Pat,3i2qvQpEqbcpkyYuHsYBis,2001-02-13,0,298333,0.916,0.13,0.872,0.0,0.0587,0.591,-4.649,0.261,146.403,2,4,like
47,Cool Story Bro,12 Step Program,People Under The Stairs,4BfYF3iVvUfem10dqU04DR,2014-05-06,16,257293,0.757,0.073,0.883,0.0,0.0588,0.853,-4.915,0.323,90.491,6,4,like
48,It Ain't Nutthin',Best of Mf,MF DOOM,1QaQTK2Kvk7x44QlSO7iuZ,2003-09-02,22,166833,0.714,0.0682,0.794,0.0,0.461,0.833,-6.06,0.353,98.502,1,4,like
49,Gorilla Pimp (feat. Namond Lumpkin),Mista Don't Play: Everythangs Workin',Project Pat,0mLh7xWtSlt38Mq2zWWZBr,2001-02-13,0,234733,0.888,0.0483,0.913,0.0,0.121,0.746,-5.483,0.153,75.215,7,4,like
50,The World Is Yours,Illmatic XX,Nas,5FHXxdJeq1iAE9PjDTEgyd,2014-04-15,46,290573,0.678,0.274,0.794,1.68e-06,0.124,0.54,-6.186,0.14,87.374,10,4,like
51,Out There,Ghetty Green,Project Pat,2jj0e9hO5c63iRJwwXApSV,1999-09-14,0,259760,0.814,0.256,0.654,0.0,0.153,0.444,-10.006,0.35,160.054,10,4,like
52,Don't Save Her (feat. Crunchy Black),Mista Don't Play: Everythangs Workin',Project Pat,3ZRd5Z0fiYtASLdEPPb16m,2001-02-13,0,261933,0.838,0.0181,0.793,1.49e-06,0.106,0.8,-5.47,0.0773,160.003,11,4,like
53,Doomsday,Best of Mf,MF DOOM,70We9AqHenA4jcmXmKzJnZ,2003-09-02,42,298073,0.852,0.105,0.816,0.0,0.0794,0.849,-7.809,0.319,95.415,6,4,like
54,Braggin' Writes - Revisited,The Best Part,J-Live,4IU2GaCVDh0gWIRttcsSMN,2001-06-28,20,197080,0.691,0.25,0.745,0.0,0.477,0.728,-5.729,0.4,90.212,11,4,like
55,Batty Boyz,Born Like This (Bonus Version),MF DOOM,3CfiIIWfjWXOvsRvFhzjlb,2009,0,196109,0.651,0.285,0.715,0.0,0.131,0.828,-4.543,0.42,89.153,11,4,like
56,Microwave Mayo,Born Like This (Bonus Version),MF DOOM,2HXj53TOHZiNsdLUn0lgbs,2009,0,146186,0.671,0.145,0.761,0.0,0.173,0.631,-5.345,0.346,87.019,5,4,like
57,Figaro,Madvillainy,Madvillain,43M5EZXbN0RhqEyZRoswyI,2004-03-24,0,145706,0.836,0.188,0.812,1.82e-06,0.0982,0.769,-6.985,0.215,92.009,2,4,like
58,Meat Grinder,Madvillainy,Madvillain,60PZUWKsJC52uXaPlPcEVf,2004-03-24,0,131866,0.571,0.359,0.717,3.12e-06,0.797,0.881,-8.333,0.336,87.54,6,4,like
59,Money Folder,Madvillainy,Madvillain,7dZanttu013xDQlAJprAZC,2004-03-24,0,182800,0.679,0.524,0.724,2.38e-05,0.765,0.874,-9.265,0.258,92.585,8,4,like
60,Gas Drawls,Operation: Doomsday (Complete),MF DOOM,5PZvQeHocidnZ73a3pHO76,1999-04-20,0,223493,0.773,0.126,0.764,1.14e-05,0.223,0.53,-6.206,0.256,91.301,11,4,like
61,North Memphis,Ghetty Green,Project Pat,3F7qlcSxtnUQVAtE56cvpO,1999-09-14,0,98906,0.704,0.00966,0.732,0.0,0.446,0.448,-8.972,0.316,76.983,1,4,like
62,GAZZILLION EAR,BORN LIKE THIS,MF DOOM,7hZdzXAe5g7P23RAlnFFaB,2009-03-23,0,254666,0.512,0.0926,0.807,0.0,0.682,0.497,-4.629,0.324,95.771,9,4,like
63,Tried By 12,TRUE UNDERGROUND HIP HOP 2,Various Artists,6NNaM2ltdwxcCc6MuR94zO,1999-01-27,0,174666,0.853,0.503,0.695,5.45e-05,0.479,0.606,-13.208,0.35,89.007,8,4,like
64,(I Know I Got) Skillz (feat. Def Jef),Shaq Diesel,Shaquille O'Neal,0TEQ2QmFXnHCgQvYuvsbp2,1993-10-26,32,263053,0.801,0.00366,0.875,0.425,0.182,0.637,-9.705,0.0995,91.983,7,4,like
65,King Kong,Baloney,L.A. Symphony,4ee21bOMgkOwiY5E32slNs,2002-01-01,26,215400,0.77,0.342,0.809,0.0017,0.0853,0.505,-7.481,0.199,95.222,8,4,like
66,War Games,Almost Famous,Living Legends,5Cup3ZnZCmLC4EviLhCMhb,2001-10-10,22,265493,0.655,0.0727,0.853,0.0,0.873,0.828,-5.565,0.351,90.102,1,4,like
67,Hoe Cakes,MM...FOOD,MF DOOM,6OyRpRa1xjDNriftwh1dZR,2004,0,234146,0.511,0.0987,0.614,0.0,0.144,0.95,-6.371,0.322,92.184,1,4,like
68,Gold Shine (feat. Three 6 Mafia),Ghetty Green,Project Pat,4z3dqTVGmEAYi0CEkXyWdr,1999-09-14,0,235426,0.887,0.0168,0.694,0.0,0.154,0.874,-8.181,0.309,160.02,6,4,like
69,Hip 2 Da Game,The Awakening,Lord Finesse,30eW6IlBK3wCwcB8TsPXua,1996-02-20,0,243106,0.769,0.031,0.752,2.79e-06,0.0564,0.527,-6.0,0.324,90.225,11,4,like
70,You Never Knew,3rd Eye Vision,Hieroglyphics,3Dh10QBwBWVQAMJNNhLRq4,1998-01-01,47,273573,0.73,0.385,0.837,0.0,0.321,0.867,-5.359,0.281,92.127,6,4,like
71,You Know My Steez,Moment Of Truth,Gang Starr,6loNZHKeeNUjrUkjXdCwiZ,1998-03-31,0,247560,0.781,0.171,0.68,0.0,0.15,0.892,-7.02,0.356,90.131,6,4,like
72,Nappy Heads - Remix,Blunted On Reality,Fugees,0hKr166QnNZ0a37G4UO0VY,1994-02-01,51,322066,0.77,0.137,0.455,6.92e-05,0.109,0.643,-16.027,0.328,97.099,1,4,like
73,Leflaur Leflah Eshkoshka,Nocturnal,Heltah Skeltah,3H1WufSXLnOPckdJnFDbtF,1996-01-01,39,303299,0.812,0.0236,0.555,0.0,0.132,0.698,-10.879,0.353,92.062,11,4,like
74,Halftime,Illmatic,Nas,2PRsh2LNPxoxC9OnErnelg,1994-04-19,59,260799,0.766,0.0303,0.793,8.09e-06,0.173,0.652,-6.638,0.166,91.925,4,4,like
75,Player's Anthem,Conspiracy,Junior M.A.F.I.A.,6PhOzQShyz2vjELsXax7TQ,1995,0,322266,0.822,0.204,0.545,2.71e-06,0.105,0.564,-7.933,0.445,87.985,7,4,like
76,Gangsta Nation,Terrorist Threats,Westside Connection,65iyI1iybyv5ecsfBHSdUf,2003-12-09,63,293053,0.843,0.127,0.7,0.0,0.876,0.675,-3.249,0.26,95.05,9,4,like
77,Hip Hop,Let's Get Free,Dead Prez,3iajlDW8TWwAE3gWvPRTnI,2000-02-08,0,214066,0.725,0.000633,0.737,0.00417,0.109,0.219,-7.453,0.324,77.161,4,4,like
78,Next Level - Nyte Time Mix,Goodfellas,Showbiz & A.G.,2mehHNForRahnPueLQAgfv,1995-01-01,45,249933,0.87,0.000671,0.498,0.000389,0.0551,0.489,-12.095,0.29,92.887,11,4,like
79,Shimmy Shimmy Ya,Return to the 36 Chambers: The Dirty Version,Ol' Dirty Bastard,3ABG1UQTk0eLYUAeWkmfMi,1995,65,161400,0.814,0.097,0.481,3.83e-05,0.0495,0.193,-5.183,0.245,96.252,0,4,like
80,Gangsta Bitch,Apache Ain't Shit,Apache,5wDwRWRJmRkVbg0d7vH4Lx,1993-03-18,0,284066,0.873,0.141,0.487,0.0,0.269,0.611,-14.872,0.412,97.445,7,4,like
81,Eazy-Duz-It,Eazy-Duz-It,Eazy-E,1ohwrBQrxIlqMYfkoYERiN,1988-09-13,61,259493,0.827,0.0768,0.728,0.0,0.237,0.692,-3.912,0.307,90.872,2,4,like
82,Ole School Shit,Gangsta Memorial,Eazy-E,5ZPzHLzi0ohJbMAKkJ8APZ,2007-01-01,46,242106,0.787,0.00132,0.671,0.0,0.0783,0.637,-5.308,0.0904,81.897,1,4,like
83,Eazy Street,Gangsta Memorial,Eazy-E,1aRJdOBECp1kdkIwKSsBF3,2007-01-01,31,266560,0.818,0.00192,0.926,0.0,0.0731,0.715,-5.849,0.116,93.617,6,4,like
84,It's On,It's On (Dr. Dre) 187um Killa,Eazy-E,2h8mtZXFfkxcDNO52gvsMY,1993-11-05,55,302200,0.771,0.0136,0.912,1.38e-06,0.0632,0.616,-5.06,0.141,92.516,1,4,like
85,What I'm After,Keepers of the Funk,Lords Of The Underground,7IVgmqZLkrkUutEEQeOO2I,1994-08-23,0,262400,0.786,0.121,0.709,0.00343,0.3,0.659,-8.162,0.197,96.0,10,4,like
86,Kick in the Door - 2008 Remaster,NOTORIOUS Music From and Inspired by the Original Motion Picture,Various Artists,24CA5I411NVDYodjjmKPx3,2009-01-13,55,214546,0.721,0.0459,0.918,0.0,0.156,0.795,-5.125,0.455,179.726,10,4,like
87,Mince Meat,THE MOUSE & THE MASK,DANGERDOOM,7ah0EsSGEOKqNPQdW83szN,2005-10-17,0,152933,0.813,0.19,0.485,0.000149,0.211,0.385,-8.709,0.291,98.948,9,4,like
88,The Sound of a Memory,"Sincerely, the P",People Under The Stairs,1cxwXK5ztQfx8eaJW32EK8,2019-02-01,16,300618,0.759,0.28,0.876,0.000786,0.241,0.371,-6.488,0.0843,98.024,8,4,like
89,Top Billin - Acapella,What More Can I Say,Audio Two,59vYYvb9JS5IQAp8xpf0CY,1988,38,175706,0.913,0.0102,0.351,0.0,0.401,0.727,-13.57,0.354,91.499,10,4,like
90,Inglewood Swangin',Based On A True Story,Mack 10,4VS7Gr9o2wRwDdCtPPMV6J,1997-01-01,34,238747,0.847,0.00984,0.736,0.0,0.889,0.563,-7.195,0.218,94.4,11,4,like
91,6 'N the Mornin',Rhyme Pays,ICE-T,2cBOh97kgDenDOdtKhwU9O,1987,45,224866,0.823,0.00282,0.745,0.000332,0.323,0.58,-6.637,0.247,91.919,5,4,like
92,The Who,3rd Eye Vision,Hieroglyphics,1rEUAmRbXdnOgjE6wcFfVP,1998-01-01,30,269000,0.72,0.0622,0.627,0.0,0.315,0.517,-8.186,0.337,91.911,7,4,like
93,Lickupon,Vaudeville Villain,Viktor Vaughn,1wQixSSWydeLgkebOzu3yt,2003,48,164426,0.688,0.744,0.721,0.0,0.28,0.901,-7.769,0.309,90.551,6,4,like
94,Can I Watch? (feat. Apani B as Nikki),Vaudeville Villain,Viktor Vaughn,4i4P1ACAeWcyJTxQSd0prx,2003,52,267440,0.758,0.377,0.531,0.0,0.15,0.587,-9.617,0.406,84.067,6,4,like
95,One Beer,MM...FOOD,MF DOOM,4O4Y5pZNd0kge9aw95OaYC,2004,0,258586,0.375,0.1,0.722,0.00336,0.633,0.612,-6.7,0.243,90.712,7,4,like
96,THAT'S THAT,BORN LIKE THIS,MF DOOM,3ZWc3Bm8eUMRRJhSWKHHeV,2009-03-23,0,135066,0.499,0.235,0.728,0.0,0.686,0.853,-4.922,0.385,96.089,8,4,like
97,Saliva,Vaudeville Villain,Viktor Vaughn,1pXvZZ7Ubwt4rpDt3JEHdY,2003,53,148826,0.623,0.133,0.633,0.0,0.34,0.873,-8.094,0.512,92.983,1,4,like
98,Fazers,Take Me To Your Leader,King Geedorah,1R28m5eWk1EV9FQ3puWrUp,2003-06-17,60,197133,0.425,0.0105,0.965,1.01e-05,0.234,0.718,-2.011,0.166,90.564,2,4,like
99,BALLSKIN,BORN LIKE THIS,MF DOOM,5bJklzuYjjPmyoD47151fO,2009-03-23,0,90120,0.768,0.246,0.589,0.0,0.0673,0.8,-4.365,0.238,88.899,5,4,like
0,Who,MUSE,Jimin,7tI8dRuH2Yc6RuoTjxo4dU,2024-07-19,0,170887,0.66,0.00289,0.756,0.0,0.193,0.838,-3.743,0.032,116.034,0,4,dislike
1,15 MINUTES,15 MINUTES,Madison Beer,2Dazu1HgFj1geJOfKKFOpf,2024-07-19,0,189192,0.621,0.148,0.685,0.00289,0.0824,0.475,-7.602,0.0898,128.098,11,4,dislike
2,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2fPvQfGQEZOKtJ9qXeL4x8,2024-04-19,83,218004,0.701,0.123,0.751,0.0,0.15,0.22,-8.39,0.0502,129.994,0,4,dislike
3,Please Please Please,Please Please Please,Sabrina Carpenter,5N3hjp1WNayUPZrA8kJmJP,2024-06-06,99,186365,0.669,0.274,0.586,0.0,0.104,0.579,-6.073,0.054,107.071,9,4,dislike
4,Death Wish Love (From Twisters: The Album),Death Wish Love (From Twisters: The Album),Benson Boone,5CYblb1W46TNSWMR7BBwS2,2024-07-19,0,223955,0.692,0.606,0.676,0.0,0.12,0.47,-5.888,0.0595,122.926,0,4,dislike
5,GIRLS,GIRLS,The Kid LAROI,7z3PblAN3dH1JMewiRydkZ,2024-06-28,84,152979,0.731,0.0382,0.734,1.67e-06,0.353,0.797,-3.145,0.0515,101.008,7,4,dislike
6,Tough,Tough,Quavo,22DH8NChecsgPxDjA4pqer,2024-07-03,88,188828,0.582,0.452,0.557,1.87e-05,0.121,0.211,-7.981,0.101,84.989,8,4,dislike
7,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB,2024-05-17,99,210373,0.747,0.2,0.507,0.0608,0.117,0.438,-10.171,0.0358,104.978,2,4,dislike
8,Scumbag,Kansas Anymore,ROLE MODEL,5NJQHLtg873KNDOUJS6Ga0,2024-07-19,0,183189,0.512,0.141,0.804,7.93e-06,0.243,0.358,-6.505,0.0376,160.056,7,4,dislike
9,"I Love You, I'm Sorry",The Secret of Us,Gracie Abrams,51rfRCiUSvxXlCSCfIztBy,2024-06-21,81,157146,0.53,0.656,0.406,0.0,0.133,0.338,-7.507,0.033,115.94,10,3,dislike
10,Paris,Singular Act I,Sabrina Carpenter,359HNzfOXhCMHB1pNKhyfH,2018-11-09,60,218080,0.576,0.0482,0.671,0.0,0.114,0.226,-6.408,0.0474,114.839,2,4,dislike
11,NIGHTS LIKE THIS,THE FIRST TIME,The Kid LAROI,1XBYiRV30ykHw5f4wm6qEn,2023-11-10,86,86983,0.482,0.0137,0.757,0.0016,0.143,0.12,-4.586,0.0355,142.579,6,4,dislike
12,Champagne Coast,Coastal Grooves,Blood Orange,2KufM8PiQY4i52XhRL96Fd,2011-08-30,73,292373,0.813,0.0203,0.406,0.392,0.0757,0.755,-12.626,0.0662,122.658,9,4,dislike
13,Slow Dance (feat. Sofia Carson),MUSE,Jimin,3d2bsbugow8JiNvuaRupFH,2024-07-19,0,188399,0.68,0.132,0.719,0.0,0.0295,0.8,-6.078,0.0708,87.016,1,4,dislike
14,Apple,BRAT,Charli xcx,19RybK6XDbAVpcdxSbZL1o,2024-06-07,80,151739,0.804,0.125,0.957,0.0174,0.114,0.962,-5.452,0.034,126.035,0,4,dislike
15,Rockstar,Rockstar,LISA,6vvPecFTmWxDfEJ6cYT1wa,2024-06-27,92,138213,0.668,0.129,0.628,0.0,0.0293,0.568,-4.692,0.046,140.053,8,4,dislike
16,XO (Only If You Say Yes) (English Ver.) Feat. JVKE,ROMANCE : UNTOLD,ENHYPEN,5iyoxIdoTDX7gp8o5dkP3Y,2024-07-12,68,188332,0.686,0.138,0.756,9.64e-06,0.201,0.422,-7.026,0.0433,96.978,8,4,dislike
17,exes,THINK LATER,Tate McRae,4E63weMCaNZuGPEFMnuEi8,2023-12-08,84,159400,0.821,0.173,0.575,0.000242,0.114,0.611,-6.57,0.0589,136.962,5,4,dislike
18,Call Out My Name,Call Out My Name,Ruel,1DlqQ6itflIyZwOBx5Fppa,2024-07-18,0,226100,0.477,0.125,0.512,0.0,0.217,0.149,-8.256,0.0393,120.893,9,3,dislike
19,Carry You Home,Carry You Home,Alex Warren,4uzKAj0mIyYmyhsRRyPXaQ,2024-05-31,83,166880,0.525,0.468,0.66,3.3e-06,0.128,0.458,-7.094,0.111,123.787,10,4,dislike
20,Didn't I,Didn't I,Dasha,7599XbTuLgp7SD3tAhpw1C,2024-07-12,61,170629,0.551,0.113,0.714,0.0,0.157,0.865,-4.0,0.0886,173.662,4,4,dislike
21,Pretty Baby,Pretty Baby,Alex Sampson,78ZGO8OXHHBYg2ZhMNaywU,2024-06-21,56,203522,0.545,0.492,0.46,2.09e-06,0.171,0.5,-8.155,0.0256,108.06,8,3,dislike
22,WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h,2024-05-17,90,261466,0.467,0.612,0.247,0.000271,0.17,0.126,-12.002,0.0431,148.101,6,4,dislike
23,one before the one,lover boy,Haiden Henderson,0IveFmA4WZfTIhp6uoANDO,2024-07-12,46,185800,0.658,0.0416,0.805,0.0,0.611,0.762,-5.594,0.265,161.061,7,4,dislike
24,"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu,2024-04-05,95,218423,0.7,0.0502,0.582,0.0,0.0881,0.785,-5.96,0.0356,116.712,11,4,dislike
25,Agree to Disagree,Scatterbrain (Deluxe),Emei,4oD9gB11wTctdCMMzmuZWH,2024-07-12,50,142307,0.782,0.0882,0.653,0.000513,0.114,0.569,-6.479,0.351,140.022,9,4,dislike
26,Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,2009-01-01,79,202066,0.652,0.00112,0.698,0.000115,0.0886,0.47,-4.667,0.042,96.021,10,4,dislike
27,Memories,Memories,Conan Gray,7AYP21Q4qnxw2WxETEvSRb,2022-04-15,60,248818,0.34,0.00979,0.684,0.0,0.348,0.556,-6.306,0.044,112.969,11,4,dislike
28,Good Guy,Good Guy,Devon Cole,1o85kjIkzuYJt1w8JjxAKs,2024-07-19,0,152759,0.817,0.0889,0.739,1.84e-06,0.0913,0.751,-5.337,0.0728,90.509,5,4,dislike
29,B.O.A.T.,"C,XOXO",Camila Cabello,6GmDlWihFTEnOiqCqH4TCw,2024-06-28,68,176986,0.693,0.845,0.201,0.0,0.118,0.219,-8.978,0.0372,133.232,7,4,dislike
30,you look like you love me (feat. Riley Green),you look like you love me (feat. Riley Green),Ella Langley,0y5Ex8oQ8zCH5TQxHUy1Eo,2024-06-21,83,224280,0.663,0.353,0.675,0.0,0.21,0.455,-5.851,0.0321,128.942,11,4,dislike
31,Brazil,What Do You Think About the Car?,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,2017-04-13,83,252306,0.687,0.0941,0.617,1.27e-05,0.0898,0.665,-5.213,0.0287,121.079,4,4,dislike
32,July,THE END OF EVERYTHING,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,2020-05-15,84,156106,0.708,0.868,0.186,0.0,0.0779,0.322,-8.953,0.042,72.541,9,4,dislike
33,Close To You,The Secret of Us,Gracie Abrams,2bl81llf715VEEbAx03yvB,2024-06-21,84,225973,0.59,0.0259,0.727,6.48e-05,0.0827,0.356,-7.955,0.0706,121.966,6,4,dislike
34,HOT UPTOWN (feat. Drake),"C,XOXO",Camila Cabello,4sFnOjqO3s7Iphbg2MPKDd,2024-06-28,77,150746,0.765,0.338,0.741,8.87e-05,0.132,0.68,-7.361,0.274,128.044,5,4,dislike
35,FOREVER,FOREVER,BABYMONSTER,0Md02V4hwKO5Vu5B7GD8tQ,2024-07-01,80,212734,0.833,0.102,0.704,0.0,0.101,0.644,-4.364,0.0502,129.986,0,4,dislike
36,Famous,Famous,Lillian Hepler,5x1TPsoSvyrZkJM9JXRiWj,2024-07-12,40,180003,0.783,0.363,0.634,0.0,0.081,0.517,-4.629,0.0936,94.05,8,4,dislike
37,Somebody to Someone (I Just Wanna Fall in Love),Somebody to Someone (I Just Wanna Fall in Love),Natalie Jane,1EsQXJmZYsrQJoCam6StOW,2024-06-21,71,157683,0.469,0.179,0.458,9.98e-05,0.0956,0.2,-8.69,0.0388,94.134,6,4,dislike
38,The Best,The Best,Rachel Grae,5CPDjTGMlWUncNpw9H4GvG,2024-07-19,0,199463,0.366,0.495,0.312,0.0,0.103,0.313,-7.475,0.0354,173.18,5,3,dislike
39,Ever Seen,Ever Seen,beabadoobee,7pMEJEVSjQBuUAqWOupJk6,2024-07-01,69,203760,0.483,0.264,0.71,0.00804,0.142,0.478,-6.264,0.0298,156.107,1,4,dislike
